,Controller,Reason,Date,Time,Corr,RPM,Pwr,TotRun,Q,PF,LChr,Gfrq,Vg1,Vg2,Vg3,Vg12,Vg23,Vg31,Ig1,Ig2,Ig3,Bfrq,Vb1,Vb2,Vb3,Vb12,Vb23,Vb31,FC,FMI,OC,SRO,VRO,UBat,CPUT,D+,OilP,Wtmp,Flev,BIN,BOUT,Mode,Erpm,Eflr,Eclt,Eint,Eoil,Einp,Eld,EA8,EA9,EA10,EA11,EA12,EA13,EBI1,EBI2,EBO1,GL16,DEFl,Soot,kWhour,EA14,EA15,EA16,EBO2,VPI1,Reg16,CAN16
-784,C01 - SGB 1603,Time stamp,44409,15:03:00.1,0,1500,326,1712,335,0.7,L,50,239,239,239,413,414,415,684,626,673,50,239,239,240,416,416,416,0,0,0,0.072,50.5,28,70.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1501,83.6,90,54,4.28,0.92,61,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111100 00000000,,,,,,,,,,
-785,C03 - SGC 1618,Time stamp,44409,15:02:00.3,0,1501,380,1666,399,0.69,L,50,244,243,243,421,421,422,819,766,733,50,243,243,243,423,423,424,0,0,0,0.008,55.8,27.3,58.6,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1500,93.4,81,48,4.2,1,#####,,,,,,,10111100,,11100,10111100 00000000,#####,#####,1991663,,,,,,,
-786,C01 - SGB 1603,Time stamp,44409,15:02:00.3,0,1503,310,1664,340,0.67,L,50,239,239,239,413,414,415,670,614,663,50,239,239,239,415,415,416,0,0,0,0.08,50.2,28,70.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1502,76.8,90,54,4.12,0.9,59,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111100 00000000,,,,,,,,,,
-787,C05 - SGP 1309,Time stamp,44409,15:02:00.2,0,1502,227,,242,0.68,L,50.1,246,247,244,426,425,425,450,459,445,50.1,247,246,246,428,429,428,0,0,0,0.084,69.6,28.1,65.4,27,#####,#####,#####,00000000 0011,10010010 0001,AUT,1503,54.3,87,54,4.36,0.64,44,50,#####,#####,27.6,#####,#####,11110000,0,0,,50,276,,#####,#####,#####,0,0,,
-788,C06 - SGB 1601,Time stamp,44409,15:02:00.1,0,1501,366,1668,357,0.72,L,50.1,247,246,246,427,426,428,683,674,695,50.1,246,246,246,430,428,429,0,0,0,0.086,59.7,28.3,65.4,28.2,#####,#####,#####,10010001 0100,01001100 0011,AUT,1503,101,89,58,3.24,1.22,,,,,,,,,,,10111100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-789,C04 - SGC 1615,Time stamp,44409,15:02:00.1,0,1501,384,1667,399,0.69,L,50.1,243,243,244,422,421,422,777,763,744,50.1,244,242,243,422,423,424,0,0,0,0.002,53.9,27.3,58.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1500,95.8,87,51,4.2,1.02,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111100 00000000,,,,#####,#####,#####,0,,,
-790,C01 - SGB 1603,Time stamp,44409,15:01:00.3,0,1502,305,1613,336,0.67,L,50.1,240,240,239,415,414,415,658,603,648,50.1,239,240,240,416,417,416,0,0,0,0.06,50.2,28,70.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1503,75.1,90,54,3.8,0.88,57,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111100 00000000,,,,,,,,,,
-791,C05 - SGP 1309,Time stamp,44409,15:01:00.2,0,1502,226,,234,0.69,L,50.1,246,248,244,427,425,426,443,451,435,50.1,247,247,246,429,429,428,0,0,0,0.074,69.7,28.1,65.4,27,#####,#####,#####,00000000 0011,10010010 0001,AUT,1503,56.3,87,55,4.52,0.62,44,50,#####,#####,27.4,#####,#####,11110000,0,0,,50,276,,#####,#####,#####,0,0,,
-792,C03 - SGC 1618,Time stamp,44409,15:01:00.2,0,1503,367,1609,389,0.68,L,50.1,244,243,243,422,422,423,789,745,706,50.1,243,244,243,423,423,424,0,0,0,0.028,55.7,27.3,58.6,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1504,91.8,80,48,4.32,1,#####,,,,,,,10111100,,11100,10111100 00000000,#####,#####,1991657,,,,,,,
-793,C06 - SGB 1601,Time stamp,44409,15:01:00.1,0,1500,350,1624,360,0.7,L,50.1,247,246,246,428,426,428,676,662,681,50.1,247,246,246,430,428,428,0,0,0,0.012,59.6,28.2,65.4,28.2,#####,#####,#####,10010001 0100,01001100 0011,AUT,1501,97.9,89,57,3.24,1.14,,,,,,,,,,,10111100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-794,C04 - SGC 1615,Time stamp,44409,15:01:00.1,0,1501,375,1643,394,0.69,L,50,243,243,243,422,420,421,773,764,739,50,243,242,243,422,423,423,0,0,0,0.01,53.8,27.3,58.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1498,92.7,87,51,4.2,0.98,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111100 00000000,,,,#####,#####,#####,0,,,
-795,C04 - SGC 1615,Time stamp,44409,15:00:00.4,0,1501,363,1595,378,0.69,L,50.1,244,243,244,423,421,423,732,712,701,50.1,243,243,243,422,423,423,0,0,0,0.018,53.7,27.3,58.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1501,92.9,87,51,4.2,0.96,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111100 00000000,,,,#####,#####,#####,0,,,
-796,C01 - SGB 1603,Time stamp,44409,15:00:00.2,0,1502,303,1603,318,0.69,L,50,239,240,240,414,415,415,640,585,629,50,239,239,240,416,416,417,0,0,0,0.066,50.6,28,70.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1501,77.5,90,54,4.32,0.82,58,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111100 00000000,,,,,,,,,,
-797,C06 - SGB 1601,Time stamp,44409,15:00:00.1,0,1498,346,1612,349,0.7,L,50,247,246,247,427,427,428,668,662,679,50,246,245,246,429,428,429,0,0,0,0.084,59.8,28.3,65.4,28.2,#####,#####,#####,10010001 0100,01001100 0011,AUT,1499,97.4,90,58,3.24,1.08,,,,,,,,,,,10111100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-798,C03 - SGC 1618,Time stamp,44409,15:00:00.1,0,1499,360,1612,376,0.69,L,50,244,243,243,421,421,422,761,708,677,50,243,243,243,422,422,423,0,0,0,0.004,55.6,27.3,58.1,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1499,93.1,79,48,4.28,0.98,#####,,,,,,,10111100,,11100,10111100 00000000,#####,#####,1991651,,,,,,,
-799,C05 - SGP 1309,Time stamp,44409,15:00:00.0,0,1499,229,,226,0.71,L,50,246,247,244,426,425,425,434,442,428,50,247,246,246,428,429,428,0,0,0,0.068,69.8,28,65.4,26.9,#####,#####,#####,00000000 0011,10010010 0001,AUT,1499,55.4,87,55,4.52,0.6,45,50,#####,#####,27.3,#####,#####,11110000,0,0,,50,273,,#####,#####,#####,0,0,,
-800,C05 - SGP 1309,Time stamp,44409,14:59:00.4,0,1497,235,,250,0.68,L,50,246,247,244,426,425,425,459,469,453,50,247,246,246,428,429,428,0,0,0,0.114,69,27.9,65.4,26.9,#####,#####,#####,00000000 0011,10010010 0001,AUT,1498,58.6,87,56,4.48,0.64,45,50,#####,#####,27.6,#####,#####,11110000,0,0,,50,276,,#####,#####,#####,0,0,,
-801,C04 - SGC 1615,Time stamp,44409,14:59:00.3,0,1496,386,1712,393,0.7,L,50,243,243,243,421,420,421,737,731,704,50,243,242,242,422,422,422,0,0,0,0.054,53.6,27.3,58.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1497,100.8,88,51,4.16,1.04,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111100 00000000,,,,#####,#####,#####,0,,,
-802,C03 - SGC 1618,Time stamp,44409,14:59:00.1,0,1498,382,1682,385,0.7,L,50,244,243,243,421,421,422,784,733,692,50,243,243,242,422,422,423,0,0,0,0.01,55.5,27.2,57.6,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1500,96,78,48,4.32,0.96,#####,,,,,,,10111100,,11100,10111100 00000000,#####,#####,1991644,,,,,,,
-803,C01 - SGB 1603,Time stamp,44409,14:59:00.1,0,1498,311,1669,340,0.67,L,50,239,239,239,414,413,415,682,625,672,50,239,239,239,416,415,416,0,0,0,0.11,50.3,28,70.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1499,81.3,90,55,4.04,0.84,60,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111100 00000000,,,,,,,,,,
-804,C06 - SGB 1601,Time stamp,44409,14:59:00.0,0,1497,371,1685,364,0.72,L,49.9,246,245,245,425,425,426,716,697,721,49.9,246,245,246,429,427,429,0,0,0,0.092,59.7,28.3,65.4,28.2,#####,#####,#####,10010001 0100,01001100 0011,AUT,1497,101.4,90,59,3.2,1.22,,,,,,,,,,,10111100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-805,C06 - SGB 1601,Time stamp,44409,14:58:00.3,0,1504,358,1617,362,0.7,L,50.1,246,246,246,426,426,427,710,690,710,50.1,246,245,246,428,427,428,0,0,0,0.28,58.9,28.2,65.4,28.2,#####,#####,#####,10010001 0100,01001100 0011,AUT,1505,99.6,90,62,3.2,1.16,,,,,,,,,,,10111100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-806,C05 - SGP 1309,Time stamp,44409,14:58:00.3,0,1501,239,,218,0.74,L,50.1,246,246,244,425,424,425,440,451,433,50.1,247,246,245,428,427,428,0,0,0,0.166,67.6,27.9,65.4,26.9,#####,#####,#####,00000000 0011,10010010 0001,AUT,1503,58.2,88,56,4.32,0.66,46,50,#####,#####,27.7,#####,#####,11110000,0,0,,50,277,,#####,#####,#####,0,0,,
-807,C04 - SGC 1615,Time stamp,44409,14:58:00.3,0,1502,354,1623,332,0.73,L,50.1,243,242,243,420,420,421,678,675,649,50.1,243,242,242,421,422,422,0,0,0,0.248,53.6,27.3,58.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1504,91.2,88,52,4.16,0.94,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111100 00000000,,,,#####,#####,#####,0,,,
-808,C01 - SGB 1603,Time stamp,44409,14:58:00.1,0,1502,319,1633,339,0.68,L,50.1,239,239,239,413,413,414,674,618,665,50.1,238,238,239,415,415,415,0,0,0,0.134,49.7,28,70.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1503,79.8,90,57,3.84,0.92,60,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111100 00000000,,,,,,,,,,
-809,C03 - SGC 1618,Time stamp,44409,14:58:00.0,0,1504,357,1630,443,0.63,L,50.1,243,242,243,420,420,421,827,781,744,50.1,242,243,242,422,421,423,0,0,0,-0.064,53.6,27.1,57.1,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1503,90.6,76,48,4.24,0.9,#####,,,,,,,10111100,,11100,10111100 00000000,#####,#####,1991638,,,,,,,
-810,C04 - SGC 1615,SetpointChange,44409,14:57:47.5,0,T=MB2 CON(8315)=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-811,C04 - SGC 1615,SetpointChange,44409,14:57:47.4,0,T=MB2 CON(8315)=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-812,C04 - SGC 1615,SetpointChange,44409,14:57:47.2,0,T=MB2 CON(8315)=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-813,C04 - SGC 1615,SetpointChange,44409,14:57:47.0,0,T=MB2 CON(8315)=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-814,C03 - SGC 1618,Loaded,44409,14:57:41.7,0,1501,390,1708,165,0.92,L,50,240,239,240,415,415,416,647,624,572,50,239,240,239,416,416,418,0,0,0,0.82,54.2,27.1,57.1,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1501,102,72,50,4.28,0.76,#####,,,,,,,10111100,,11100,10111100 00000000,#####,#####,1991636,,,,,,,
-815,C03 - SGC 1618,GCB closed,44409,14:57:28.8,0,1511,4,1736,16,0.24,C,50,238,238,237,412,412,412,181,182,143,50,237,237,237,413,411,413,0,0,0,-0.008,49.3,26.8,57.1,0,#####,#####,#####,00100000 0000,10011001 0111,AUT,1501,26,70,52,4.32,0.08,#####,,,,,,,10111100,,11100,10011100 00000000,#####,#####,1991635,,,,,,,
-816,C03 - SGC 1618,Soft load,44409,14:57:28.8,0,1511,4,1736,16,0.24,C,50,238,238,237,412,412,412,181,182,143,50,237,237,237,413,411,413,0,0,0,-0.008,49.3,26.8,57.1,0,#####,#####,#####,00100000 0000,10011001 0111,AUT,1505,26,70,52,4.32,0.08,#####,,,,,,,10111100,,11100,10011100 00000000,#####,#####,1991635,,,,,,,
-817,C03 - SGC 1618,SyncStarted,44409,14:57:24.1,0,1499,0,1676,0,0, ,50,239,238,238,412,412,413,0,0,0,50.1,237,238,237,413,412,414,0,0,0,0,49.9,26.6,57.1,0,#####,#####,#####,00000000 0000,10000001 0111,AUT,1499,25.8,70,53,4.52,0.08,#####,,,,,,,10111100,,11100,10011100 00000000,#####,#####,1991635,,,,,,,
-818,C04 - SGC 1615,SetpointChange,44409,14:57:20.4,0,T=MB2 CON(8315)=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-819,C03 - SGC 1618,Running,44409,14:57:19.0,0,698,0,1776,0,0, ,23.3,29,29,29,51,51,51,0,0,0,50.2,238,238,238,412,412,414,0,0,0,0,50,25.5,57.1,24.9,#####,#####,#####,00000000 0000,10000000 0001,AUT,698,5.6,73,55,1.64,0,#####,,,,,,,10111100,,10100,10011100 00000000,#####,#####,1991635,,,,,,,
-820,C03 - SGC 1618,Idle run,44409,14:57:09.0,0,385,0,1724,0,0, ,0,0,0,0,0,0,0,0,0,0,50.2,238,238,238,412,411,414,0,0,0,0,50,22.4,57.1,21.9,#####,#####,#####,00000000 0000,11000000 0000,AUT,395,12.4,81,59,0,0,#####,,,,,,,10111100,,10100,10011100 00000000,#####,#####,1991635,,,,,,,
-821,C03 - SGC 1618,Wrn AmberLamp,44409,14:57:03.7,0,0,0,1723,0,0, ,0,0,0,0,0,0,0,0,0,0,50.1,238,238,238,412,411,413,0,0,0,0,50,26,57.1,0,#####,#####,#####,00000000 0000,10000000 0000,AUT,0,0,81,59,0,0,#####,,,,,,,10111100,,100,10011100 00000000,#####,#####,1991635,,,,,,,
-822,C03 - SGC 1618,Gen PMS start,44409,14:57:01.0,0,0,0,1798,0,0, ,0,0,0,0,0,0,0,0,0,0,50,237,238,237,411,411,412,0,0,0,0,50,26,57.1,0,#####,#####,#####,00000000 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,10011100 00000000,#####,#####,1991635,,,,,,,
-823,C06 - SGB 1601,Time stamp,44409,14:57:00.2,0,1499,482,1813,497,0.7,L,50,247,246,246,427,426,428,958,942,968,50,246,245,246,429,427,429,0,0,0,0.2,59.9,28.2,65.4,28.2,#####,#####,#####,10010001 0100,01001100 0011,AUT,1498,120.6,90,63,3.12,1.98,,,,,,,,,,,10011100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-824,C05 - SGP 1309,Time stamp,44409,14:57:00.2,0,1500,350,,345,0.71,L,50,246,247,245,425,425,425,678,691,667,50,247,246,246,428,428,428,0,0,0,-0.014,69.8,28.1,65.4,27,#####,#####,#####,00000000 0011,10010010 0001,AUT,1501,87,89,56,4.4,1.1,63,51,#####,#####,27.5,#####,#####,11110000,0,0,,51,275,,#####,#####,#####,0,0,,
-825,C04 - SGC 1615,Time stamp,44409,14:57:00.2,0,1497,538,1833,539,0.71,L,50,238,238,238,412,411,412,1070,1043,1027,50,237,237,237,413,413,413,0,0,0,0.026,46.4,27.3,58.1,0,#####,#####,#####,10100001 0000,10010001 0111,MAN,1497,128.6,88,52,4.2,1.46,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10011100 00000000,,,,#####,#####,#####,0,,,
-826,C01 - SGB 1603,Time stamp,44409,14:57:00.0,0,1500,458,1841,471,0.7,L,50,238,238,238,412,412,413,957,891,950,50,237,237,238,414,413,414,0,0,0,0.058,50.1,28,70.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1500,119.2,91,58,4.04,1.58,83,#####,#####,#####,#####,#####,#####,1111,11000000,0,10011100 00000000,,,,,,,,,,
-827,C04 - SGC 1615,SetpointChange,44409,14:56:45.6,0,T=MB2 CON(8315)=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-828,C04 - SGC 1615,SetpointChange,44409,14:56:45.4,0,T=MB2 CON(8315)=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-829,C04 - SGC 1615,SetpointChange,44409,14:56:19.8,0,T=MB2 CON(8315)=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-830,C04 - SGC 1615,SetpointChange,44409,14:56:19.7,0,T=MB2 CON(8315)=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-831,C01 - SGB 1603,Time stamp,44409,14:56:00.3,0,1500,375,1581,435,0.65,L,49.9,239,239,239,413,413,415,835,768,824,49.9,238,239,239,415,415,416,0,0,0,0.066,49.7,28,70.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1499,97.8,91,57,4,1.22,69,#####,#####,#####,#####,#####,#####,1111,11000000,0,10011100 00000000,,,,,,,,,,
-832,C05 - SGP 1309,Time stamp,44409,14:56:00.2,0,1496,293,,322,0.67,L,49.9,246,248,245,427,425,426,588,597,573,49.9,247,247,246,429,429,429,0,0,0,0.06,69.4,28.1,65.4,26.9,#####,#####,#####,00000000 0011,10010010 0001,AUT,1497,73.9,88,56,4.44,0.82,56,51,#####,#####,27.6,#####,#####,11110000,0,0,,51,276,,#####,#####,#####,0,0,,
-833,C06 - SGB 1601,Time stamp,44409,14:56:00.1,0,1499,460,1629,436,0.73,L,49.9,247,246,246,427,426,428,883,864,883,49.9,246,245,246,429,428,429,0,0,0,0.058,59.8,28.3,65.4,28.2,#####,#####,#####,10010001 0100,01001100 0011,AUT,1497,115.1,90,62,3.16,1.8,,,,,,,,,,,10011100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-834,C04 - SGC 1615,Time stamp,44409,14:56:00.1,0,1494,484,1629,496,0.7,L,49.9,239,238,238,414,412,414,985,956,937,49.9,238,238,238,414,414,414,0,0,0,0.008,46.1,27.3,58.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1495,117.5,87,52,4.24,1.28,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10011100 00000000,,,,#####,#####,#####,0,,,
-835,C01 - SGB 1603,Time stamp,44409,14:55:00.3,0,1496,376,1575,409,0.68,L,49.9,239,240,239,414,414,415,792,727,774,49.9,238,239,239,415,415,415,0,0,0,0.06,50.1,28,70.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1497,97,90,56,4.12,1.14,70,#####,#####,#####,#####,#####,#####,1111,11000000,0,10011100 00000000,,,,,,,,,,
-836,C04 - SGC 1615,Time stamp,44409,14:55:00.1,0,1498,478,1571,467,0.72,L,49.9,238,239,239,414,412,413,981,953,934,49.9,239,238,238,415,415,414,0,0,0,0.002,46.2,27.3,58.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1499,118.6,86,51,4.28,1.24,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10011100 00000000,,,,#####,#####,#####,0,,,
-837,C06 - SGB 1601,Time stamp,44409,14:55:00.0,0,1500,430,1574,423,0.71,L,49.9,247,246,246,427,426,428,844,825,841,49.9,246,246,246,430,428,429,0,0,0,0.064,59.9,28.2,65.4,28.2,#####,#####,#####,10010001 0100,01001100 0011,AUT,1497,111.2,90,61,3.2,1.6,,,,,,,,,,,10011100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-838,C05 - SGP 1309,Time stamp,44409,14:55:00.0,0,1496,294,,304,0.69,L,49.9,246,247,244,426,424,425,600,601,581,49.9,247,246,246,429,429,428,0,0,0,0.048,69.3,28.1,65.4,26.8,#####,#####,#####,00000000 0011,10010010 0001,AUT,1499,71.1,88,55,4.36,0.82,56,51,#####,#####,27.5,#####,#####,11110000,0,0,,51,274,,#####,#####,#####,0,0,,
-839,C05 - SGP 1309,Time stamp,44409,14:54:00.4,0,1500,266,,290,0.67,L,50.1,246,247,244,427,425,426,540,550,528,50.1,247,247,246,429,429,428,0,0,0,0.06,69.4,28,65.4,26.8,#####,#####,#####,00000000 0011,10010010 0001,AUT,1503,64.5,87,54,4.36,0.8,50,51,#####,#####,27.5,#####,#####,11110000,0,0,,51,275,,#####,#####,#####,0,0,,
-840,C01 - SGB 1603,Time stamp,44409,14:54:00.2,0,1502,373,1503,394,0.69,L,50.2,239,240,239,414,414,414,785,724,765,50.2,238,239,239,416,415,415,0,0,0,0.068,50.1,28,70.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1503,95.1,90,55,4.24,1.2,69,#####,#####,#####,#####,#####,#####,1111,11000000,0,10011100 00000000,,,,,,,,,,
-841,C04 - SGC 1615,Time stamp,44409,14:54:00.1,0,1503,421,1458,461,0.67,L,50.1,239,239,239,414,413,414,915,893,873,50.1,238,238,238,414,415,415,0,0,0,0.018,46,27.3,58.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1504,102.8,85,50,4.28,1.16,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10011100 00000000,,,,#####,#####,#####,0,,,
-842,C06 - SGB 1601,Time stamp,44409,14:54:00.0,0,1502,410,1474,416,0.7,L,50.1,246,246,246,427,427,427,798,789,794,50.1,246,246,246,429,428,429,0,0,0,0.034,59.9,28.3,65.4,28.2,#####,#####,#####,10010001 0100,01001100 0011,AUT,1501,107.1,90,59,3.24,1.52,,,,,,,,,,,10011100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-843,C06 - SGB 1601,Time stamp,44409,14:53:00.3,0,1501,399,1429,396,0.71,L,50,246,246,246,427,426,427,770,755,769,50,246,245,246,429,427,428,0,0,0,0.088,59.7,28.3,65.4,28.2,#####,#####,#####,10010001 0100,01001100 0011,AUT,1499,105.9,89,58,3.24,1.38,,,,,,,,,,,10011100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-844,C04 - SGC 1615,Time stamp,44409,14:53:00.3,0,1503,430,1419,430,0.71,L,50,238,239,239,414,413,413,910,877,858,50,239,238,238,414,415,415,0,0,0,0.022,46.5,27.3,58.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1499,103.6,85,50,4.32,1.14,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10011100 00000000,,,,#####,#####,#####,0,,,
-845,C05 - SGP 1309,Time stamp,44409,14:53:00.2,0,1501,264,,269,0.7,L,50,246,246,244,425,424,425,526,532,516,50,247,246,246,429,428,428,0,0,0,0.068,69.2,27.9,65.4,26.6,#####,#####,#####,00000000 0011,10010010 0001,AUT,1501,61.6,87,54,4.28,0.74,48,51,#####,#####,27.7,#####,#####,11110000,0,0,,51,277,,#####,#####,#####,0,0,,
-846,C01 - SGB 1603,Time stamp,44409,14:53:00.1,0,1500,359,1465,361,0.7,L,50,239,239,238,413,412,413,730,676,711,50,238,239,239,415,415,414,0,0,0,0.068,50.3,28,70.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1498,90.4,90,54,4.16,1.04,66,#####,#####,#####,#####,#####,#####,1111,11000000,0,10011100 00000000,,,,,,,,,,
-847,C04 - SGC 1615,Time stamp,44409,14:52:00.3,0,1498,401,1305,409,0.7,L,49.9,239,238,239,414,412,414,838,814,797,49.9,239,238,238,414,414,415,0,0,0,0.008,46.3,27.3,58.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1495,97.8,84,50,4.36,0.98,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10011100 00000000,,,,#####,#####,#####,0,,,
-848,C06 - SGB 1601,Time stamp,44409,14:52:00.2,0,1496,353,1314,365,0.7,L,49.9,247,246,247,427,427,428,683,674,684,49.9,247,245,247,429,428,429,0,0,0,0.06,59.7,28.3,65.4,28.2,#####,#####,#####,10010001 0100,01001100 0011,AUT,1499,98.6,89,57,3.28,1.14,,,,,,,,,,,10011100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-849,C05 - SGP 1309,Time stamp,44409,14:52:00.2,0,1496,242,,264,0.67,L,49.9,246,247,245,426,424,426,484,491,473,49.9,247,246,246,429,428,428,0,0,0,0.056,68.9,28.1,65.4,26.8,#####,#####,#####,00000000 0011,10010010 0001,AUT,1496,59.8,87,53,4.52,0.62,47,50,#####,#####,27.7,#####,#####,11110000,0,0,,50,277,,#####,#####,#####,0,0,,
-850,C01 - SGB 1603,Time stamp,44409,14:52:00.1,0,1498,307,1256,350,0.66,L,50,239,239,239,413,414,415,684,630,668,50,239,239,240,416,417,416,0,0,0,0.042,50.3,28,70.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1501,76.6,90,54,3.96,0.86,58,#####,#####,#####,#####,#####,#####,1111,11000000,0,10011100 00000000,,,,,,,,,,
-851,C06 - SGB 1601,Time stamp,44409,14:51:00.2,0,1501,335,1218,365,0.67,L,50.1,248,246,246,428,426,429,674,665,681,50.1,247,246,246,430,429,429,0,0,0,-0.042,59.7,28.3,65.4,28.2,#####,#####,#####,10010001 0100,01001100 0011,AUT,1502,95.7,89,57,3.32,1.06,,,,,,,,,,,10011100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-852,C05 - SGP 1309,Time stamp,44409,14:51:00.2,0,1503,229,,258,0.66,L,50.1,246,248,244,427,425,425,463,471,457,50.1,247,247,246,429,430,429,0,0,0,0.054,68.9,28,65.4,26.7,#####,#####,#####,00000000 0011,10010010 0001,AUT,1503,54.8,87,54,4.36,0.62,44,51,#####,#####,27.3,#####,#####,11110000,0,0,,51,273,,#####,#####,#####,0,0,,
-853,C04 - SGC 1615,Time stamp,44409,14:51:00.2,0,1502,352,1227,407,0.65,L,50.1,239,239,240,414,414,415,778,751,742,50.1,239,238,239,415,415,416,0,0,0,0.034,46.2,27.4,58.1,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1502,90.6,83,49,4.44,0.94,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10011100 00000000,,,,#####,#####,#####,0,,,
-854,C01 - SGB 1603,Time stamp,44409,14:51:00.0,0,1499,312,1252,351,0.66,L,50,240,240,239,415,415,415,692,639,672,50,239,239,240,416,417,416,0,0,0,0.078,50.5,28,70.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1501,82.5,90,53,3.88,0.82,60,#####,#####,#####,#####,#####,#####,1111,11000000,0,10011100 00000000,,,,,,,,,,
